paper_id,title,year,in_scope,scope_conf,scope_reason
w20048,The Role of Sales Agents in Information Disclosure: Evidence from a Field Experiment,2014,False,high,"The paper's primary focus is on private firm behavior (sales agent conduct and incentives) with government policy (rebates/subsidies) as secondary context, rather than on estimating the causal effect of a specific government intervention."
w20075,Financial Health Economics,2014,True,high,"The paper's primary research question examines the causal effect of government intervention risk (specifically threats of government intervention in health care) on financial market outcomes (equity returns and R&D investment), with empirical evidence from abnormal returns surrounding intervention threats."
w20109,When Does Regulation Distort Costs? Lessons from Fuel Procurement in U.S. Electricity Generation,2014,True,high,The paper's primary research question is the causal effect of state-level deregulation legislation (ending cost-of-service regulation) on power plants' fuel procurement practices and costs.
w20164,Human Capital Effects of Anti-Poverty Programs: Evidence from a Randomized Housing Voucher Lottery,2014,False,high,"The paper's primary research question concerns the effect of housing vouchers on children's human capital outcomes (educational, health, and criminal justice), not the causal effect on financial markets, firms, or investors."
w20165,How does macroprudential regulation change bank credit supply?,2014,False,high,This is a purely theoretical paper using a Diamond-Dybvig model extension with no empirical test or estimation of actual policy effects on financial outcomes.
w20386,International Reserves Before and After the Global Crisis: Is There No End to Hoarding?,2014,False,high,"This paper studies determinants of international reserve hoarding by central banks rather than estimating the causal effect of a specific government law, regulation, or policy on financial markets or firms."
w20434,Experimental Evidence on Distributional Effects of Head Start,2014,False,high,"This paper studies the causal effects of a government education program (Head Start) on student cognitive and non-cognitive outcomes, not on financial markets, firms, or investors."
w20483,Self-regulation and Health,2014,False,high,"The paper studies self-regulation as a personal behavioral trait affecting health choices, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w20544,Investment Banks as Corporate Monitors in the Early 20th Century United States,2014,True,high,"The paper's primary research question is the causal effect of Section 10 of the Clayton Antitrust Act of 1914 on corporate finance outcomes (valuation, investment, leverage, cost of funds) using a difference-in-differences approach with falsification tests."
w20590,The Value of Regulatory Discretion: Estimates from Environmental Inspections in India,2014,True,high,"The paper's primary research question is the causal effect of increased environmental inspection frequency (a specific government regulatory policy) on firm compliance and pollution emissions, tested through a field experiment with random assignment."
w20652,Safe Assets,2014,False,high,"This is a purely theoretical paper using a Lucas-tree model to derive equilibrium values; it does not empirically test the causal effect of any specific government law, regulation, or policy on financial markets."
w20657,Validating Teacher Effect Estimates Using Changes in Teacher Assignments in Los Angeles,2014,False,high,"This paper studies teacher effectiveness measurement methodology in education, not the causal effect of government laws, regulations, or public policies on financial markets, firms, or investors."
w20724,The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories of Low-Skilled Workers,2014,False,high,"The paper studies the causal effect of minimum wage policy on worker employment and income, which is labor economics rather than financial markets, firms, or investors."
w20780,A Variational Approach to the Analysis of Tax Systems,2014,False,high,"This is a purely theoretical paper developing general methods for tax analysis without empirically testing the causal effects of a specific government tax law or policy on financial markets, firms, or investors."
w20792,Charters Without Lotteries: Testing Takeovers in New Orleans and Boston,2014,False,high,"This paper studies the causal effect of charter school attendance on student achievement, not the effect of government policy/regulation on financial markets, firms, or investors."
w20866,Sacred Values? The Effect of Information on Attitudes toward Payments for Human Organs,2015,False,high,"This paper studies public attitudes toward a hypothetical policy change via survey experiment, not the causal effect of an actual implemented government law, regulation, or public policy on financial markets, firms, or investors."
w20884,The Impact of Unemployment Benefit Extensions on Employment: The 2014 Employment Miracle?,2015,True,high,"The paper's primary research question is the causal effect of a specific government policy (unemployment benefit extensions) on labor market outcomes (employment and labor force participation), estimated through an exogenous policy discontinuity."
w20902,Killing the Golden Goose? The Decline of Science in Corporate R&D,2015,False,high,"The paper's primary research question concerns private firm behavior (declining scientific research in corporate R&D), with policy implications mentioned only as secondary; it does not estimate the causal effect of a specific government policy."
w20906,Synthesizing Econometric Evidence: The Case of Demand Elasticity Estimates,2015,False,high,"This paper synthesizes existing econometric evidence on demand elasticity rather than estimating the causal effect of a specific government policy on financial markets, firms, or investors."
w20957,The Real Value of China's Stock Market,2015,False,high,The paper describes stock market characteristics and efficiency in China without empirically testing the causal effect of a specific government policy or regulation on financial outcomes.
w21091,Robots: Curse or Blessing? A Basic Framework,2015,False,high,"This is a purely theoretical paper using a basic framework to analyze robot productivity without empirically testing the causal effect of any specific government law, regulation, or public policy."
w21173,Maintaining Central-Bank Financial Stability under New-Style Central Banking,2015,False,high,"This is primarily a theoretical paper analyzing central bank solvency mechanics under quantitative easing without empirically testing the causal effect of a specific government policy on financial markets, firms, or investors."
w21201,Runs versus Lemons: Information Disclosure and Fiscal Capacity,2015,False,high,This is a theoretical modeling paper studying optimal disclosure and fiscal policy design without empirical testing of specific government laws or regulations' causal effects on financial markets.
w21258,Customers and Investors: A Framework for Understanding Financial Institutions,2015,False,high,"This is a purely theoretical paper developing a conceptual framework for understanding financial institutions without empirically testing the causal effect of any specific government law, regulation, or policy."
w21316,"Government Economic Policy, Sentiments, and Consumption",2015,False,high,"The paper studies how sentiment about government policy affects consumption, not the causal effect of a specific government law, regulation, or policy itself on financial/economic outcomes."
w21358,Fiscal Policies and the Prices of Labor: A Comparison of the U.K. and U.S.,2015,False,high,"This paper describes and measures tax rates and their evolution rather than estimating the causal effect of fiscal policies on financial markets, firms, or investors."
w21451,An Evaluation of The Mellon Mays Undergraduate Fellowship's Effect on PhD Production at Non-UNCF Institutions,2015,False,high,"This paper studies the causal effect of a private foundation's fellowship program on educational outcomes, not the effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w21461,Employee Financial Literacy and Retirement Plan Behavior: A Case Study,2015,False,high,"The paper's primary research question is the relationship between employee financial literacy and retirement plan behavior, not the causal effect of a specific government law, regulation, or public policy on financial outcomes."
w21494,Double Liability at Early American Banks,2015,True,high,"The paper's primary research question examines the causal effects of a specific government regulation (double liability law) on financial outcomes including bank leverage, debt pricing, and shareholder behavior."
w21548,Optimal Debt and Profitability in the Tradeoff Theory,2015,False,high,This is a purely theoretical paper developing a dynamic model of optimal leverage with no empirical test of any specific government policy or regulation's causal effect.
w21611,Moral Incentives in Credit Card Debt Repayment: Evidence from a Field Experiment,2015,False,high,"The paper's primary research question concerns the behavioral effect of moral messaging on individual debt repayment decisions, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w21635,"Pollution, Infectious Disease, and Mortality: Evidence from the 1918 Spanish Influenza Pandemic",2015,False,high,"The paper studies the causal effect of air pollution on mortality during a pandemic, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w21664,"The Pitfalls of External Dependence: Greece, 1829-2015",2015,False,high,"This is a historical narrative examining Greek debt crises and external dependence patterns over two centuries, not an empirical study estimating the causal effect of a specific government policy on financial markets or firms."
w21688,Greek Budget Realities: No Easy Options,2015,False,high,"The paper is a theoretical/simulation study examining hypothetical tax and expenditure policies without estimating the causal effect of a specific implemented government law or regulation on financial markets, firms, or investors."
w21805,The International Monetary Fund: 70 Years of Reinvention,2015,False,high,"This is a descriptive historical review of IMF institutional evolution rather than an empirical study estimating the causal effect of a specific government policy or regulation on financial markets, firms, or investors."
w21810,The Dynamics of Adjustable-Rate Subprime Mortgage Default: A Structural Estimation,2015,False,high,"This paper focuses on borrower behavior and default decisions in subprime mortgages with policy simulations as secondary analysis, rather than having a PRIMARY research question about the causal effect of a specific government law, regulation, or policy on financial markets or firms."
w21830,The Minimum Wage and the Great Recession: Evidence from the Current Population Survey,2016,False,high,"The primary research question concerns the causal effect of minimum wage policy on employment, which is a labor market outcome, not financial markets, firms' financial performance, or investor behavior."
w21837,Contracting out the Last-Mile of Service Delivery: Subsidized Food Distribution in Indonesia,2016,True,high,The paper's primary research question examines the causal effect of a government procurement policy reform (allowing outsourcing of subsidized rice distribution) on financial outcomes (prices/markups) and quality for households and firms.
w21890,What We Learn from China's Rising Shadow Banking: Exploring the Nexus of Monetary Tightening and Banks' Role in Entrusted Lending,2016,True,high,"The paper's primary research question is the causal effect of specific Chinese government regulations and monetary policy on financial institutions' behavior and shadow banking activity, with empirical testing using transaction-based loan data."
w21937,The Effect of Smoking on Obesity: Evidence from a Randomized Trial,2016,False,high,"This paper studies the causal effect of individual smoking behavior on health outcomes (BMI), not the causal effect of any government law, regulation, or public policy on financial markets, firms, or investors."
w21954,Japanization: Is it Endemic or Epidemic?,2016,False,high,This is primarily a theoretical paper defining and analyzing macroeconomic conditions (Japanization) without empirical testing of specific government policy causal effects on financial markets or firms.
w22043,Estimating Social Preferences and Gift Exchange at Work,2016,False,high,"This paper studies worker behavior and social preferences in a controlled experiment with no government law, regulation, or public policy intervention as the primary research question."
w22052,Effects of Welfare Reform on Women's Voting Participation,2016,False,high,"The paper studies the effect of welfare reform on voting participation, which is a political/civic outcome, not on financial markets, firms, or investors."
w22059,Fiscal and Financial Crises,2016,False,high,This is a survey paper documenting the evolution of crises and their interconnections rather than estimating the causal effect of a specific government policy on financial outcomes.
w22085,Population Policy: Abortion and Modern Contraception are Substitutes,2016,False,high,"The primary research question concerns the behavioral relationship between contraception and abortion in response to policy change, not the causal effect of the policy on financial markets, firms, or investors."
w22096,Macroeconomic-Driven Prepayment Risk and the Valuation of Mortgage-Backed Securities,2016,False,high,"The primary research question concerns macroeconomic drivers of prepayment risk and MBS valuation; while the paper mentions Fannie Mae credit risk and Fed QE as affecting prices, these are incidental findings rather than the primary focus, and the main empirical work analyzes prepayment behavior and risk premia rather than estimating causal effects of specific government policies."
w22117,Labor Market Institutions in the Gilded Age of American Economic History,2016,False,high,"The paper primarily studies labor market institutions and wage determination in the 19th century with government intervention as contextual background, rather than causally estimating the effect of a specific government law or policy on financial markets, firms, or investors."
w22155,"Canary in a Coal Mine: Infant Mortality, Property Values, and Tradeoffs Associated with Mid-20th Century Air Pollution",2016,False,high,"This paper studies the health and economic effects of coal-fired power plant expansion without examining the causal effect of a specific government law, regulation, or policy intervention—it focuses on unregulated pollution and private firm behavior rather than policy evaluation."
w22185,Collective Action by Contract: Prior Appropriation and the Development of Irrigation in the Western United States,2016,False,high,"While the paper studies a legal/regulatory system (prior appropriation water rights), it is primarily about the economic determinants and effects of a voluntarily-adopted institutional arrangement rather than a specific government law or regulation with a causal effect on financial markets, firms, or investors."
w22195,Competition and Bank Liquidity Creation,2016,True,high,The paper's primary research question examines the causal effect of interstate bank deregulation (a specific government policy) on liquidity creation by banks.
w22261,Price Regulation and Environmental Externalities: Evidence from Methane Leaks,2016,True,high,The paper's primary research question examines the causal effect of price regulation (a specific government policy for natural monopolies) on firms' abatement expenditures and environmental outcomes.
w22307,"The Spillovers, Interactions, and (Un)Intended Consequences of Monetary and Regulatory Policies",2016,True,high,"The paper's primary research question examines the causal effects of specific government policies (UK microprudential capital requirements and Funding for Lending Scheme) on financial markets (cross-border bank lending), with empirical estimation using bank-level data."
w22355,Equity is Cheap for Large Financial Institutions: The International Evidence,2016,False,high,"The paper studies how implicit government bailout guarantees affect stock returns of large financial institutions, but does not estimate the causal effect of a specific government law, regulation, or policy on financial markets—instead it examines a general institutional characteristic (bailout likelihood) and its pricing implications."
w22425,Estimating Local Fiscal Multipliers,2016,False,high,"The paper studies the causal effect of government spending on the real economy (income, employment, growth) rather than on financial markets, firms, or investors."
w22431,Monetary Policy with 100 Percent Reserve Banking: An Exploration,2016,False,high,"This is a purely theoretical paper exploring monetary policy in a hypothetical economy without fractional reserve banking, lacking empirical testing of any actual government policy's causal effect on real financial markets or firms."
w22463,Banking the Unbanked? Evidence From Three Countries,2016,True,high,The paper empirically tests the causal effect of a specific government policy (expanding access to basic bank accounts) on financial behavior and outcomes across three countries.
w22491,The Morale Effects of Pay Inequality,2016,False,high,"This paper studies worker behavior and morale in response to pay structure variations in a controlled experiment, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w22558,Do Low Levels of Blood Lead Reduce Children's Future Test Scores?,2016,False,high,"This paper studies the effect of lead exposure on children's educational outcomes, not the causal effect of government policy on financial markets, firms, or investors."
w22594,Financial Safety Nets,2016,False,high,This is a purely theoretical paper about optimal safety net design with no empirical test of actual government policy effects.
w22606,"Older Women’s Labor Market Attachment, Retirement Planning, and Household Debt",2016,False,high,"This paper studies older women's labor force attachment, retirement planning, and household debt without a primary research question focused on the causal effect of a specific government law, regulation, or public policy."
w22628,Heterogeneous Impact Dynamics of a Rural Business Development Program in Nicaragua,2016,False,high,"This paper studies the causal effects of a rural business development program on farm income and investment, which is development economics rather than financial markets/firms/investors research, and is outside the scope of government intervention effects on finance."
w22655,Quantitative Spatial Economics,2016,False,high,"This is a theoretical review paper on quantitative spatial economics models that discusses policy interventions only as illustrative examples of counterfactual exercises, not as the primary research question testing the causal effect of a specific government intervention."
w22729,Measuring Liquidity Mismatch in the Banking Sector,2016,False,high,This paper focuses on measuring and describing banking sector liquidity risk rather than estimating the causal effect of a specific government policy on financial markets or firms.
w22746,Mainstreaming an Effective Intervention: Evidence from Randomized Evaluations of “Teaching at the Right Level” in India,2016,False,high,"This paper evaluates educational interventions (teaching methods) on student learning outcomes, not the causal effect of government laws, regulations, or financial policies on financial markets, firms, or investors."
w22760,Local Government and Old-Age Support in the New Deal,2016,True,high,The paper's primary research question is the causal effect of a specific government policy (state laws governing the division of funding between local and state governments for the Old Age Assistance Program) on financial transfers and program outcomes.
w22763,Fiscal Risk and the Portfolio of Government Programs,2016,False,high,This is a purely theoretical paper developing a general government cost-benefit analysis model without empirical testing of the causal effects of specific policies on financial markets or firms.
w22812,International Transmissions of Monetary Shocks: Between a Trilemma and a Dilemma,2016,False,high,"This paper studies the causal effects of monetary policy shocks and capital controls on exchange rates and monetary autonomy, but its primary focus is on central bank monetary policy transmission mechanisms rather than the causal effect of a specific government law, regulation, or public policy on financial markets."
w22828,Corporate Deleveraging,2016,False,high,"This paper studies corporate deleveraging behavior as a firm financial decision with no specific government law, regulation, or policy as the primary research question."
w22845,Does The Samaritan's Dilemma Matter? Evidence From U.S. Agriculture,2016,False,high,"While federal disaster assistance is mentioned, the paper's primary research question focuses on how bailout expectations affect farmer behavior (insurance decisions, input expenditure, crop revenue) rather than estimating the causal effect of a specific government policy intervention itself."
w22856,A Shadow Rate New Keynesian Model,2016,False,high,"This is primarily a theoretical modeling paper that develops a New Keynesian framework; while it discusses monetary policy effects, it does not estimate the causal effect of a specific government policy on financial markets or firms through empirical testing."
w22861,Geographical Distribution of Emergency Department Closures and Consequences on Heart Attack Patients,2016,False,high,"This paper studies the health outcomes of ED closures on patients, not the causal effect of government policy on financial markets, firms, or investors."
w22897,Investment-less Growth: An Empirical Investigation,2016,False,high,"The paper's primary research question is explaining variation in private investment levels across firms and industries through multiple mechanisms (financial frictions, intangibles, competition, governance), not estimating the causal effect of a specific government policy on financial outcomes."
w22954,A Behavioral New Keynesian Model,2016,False,high,"This is a purely theoretical paper presenting a New Keynesian model with behavioral features, without empirical testing of any specific government policy's causal effect on financial outcomes."
w23041,Political Determinants of Competition in the Mobile Telecommunication Industry,2017,False,high,"The paper studies how political factors and government regulation shape competition and prices in telecommunications, but its primary focus is on political determinants and comparative regulatory design rather than estimating the causal effect of a specific government law or policy intervention on financial markets or firms."
w23122,Keepin' 'em Down on the Farm: Migration and Strategic Investment in Children's Schooling,2017,False,high,"The primary research question concerns how parental strategic behavior responds to job market opportunities (an intervention providing recruiting services), not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w23288,"Fintech, Regulatory Arbitrage, and the Rise of Shadow Banks",2017,True,high,"The paper's primary research question is the causal effect of specific government regulations (capital requirements, mortgage servicing rules, OCC supervision changes) on financial markets (mortgage origination by shadow banks vs. traditional banks), estimated through difference-in-difference methodology."
w23311,Measuring the Effects of Federal Reserve Forward Guidance and Asset Purchases on Financial Markets,2017,False,high,"This paper studies central bank communication (forward guidance) and monetary policy implementation (asset purchases) without a specific government law, regulation, or public policy mandate—these are central bank operational decisions, not legislative or regulatory government interventions."
w23322,Population and Civil War,2017,False,high,"This paper studies the causal effect of population growth (driven by health innovations) on civil conflict, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w23353,Cost of Service Regulation in U.S. Health Care: Minimum Medical Loss Ratios,2017,False,high,"The paper's primary subject is health insurance regulation and medical claims costs, not the causal effect on financial markets, firms (in a finance context), or investors."
w23628,The Effects of U.S. Monetary Policy on Emerging Market Economies' Sovereign and Corporate Bond Markets,2017,False,high,"The paper studies the causal effects of Federal Reserve monetary policy on emerging market bond markets, but Federal Reserve monetary policy is central bank communication/action rather than a specific government law, regulation, or public policy as defined in the inclusion criteria."
w23675,Simulating Business Cash Flow Taxation,2017,False,high,"This is a purely theoretical simulation paper that models a hypothetical, never-enacted policy using a calibrated OLG model, without any empirical test of actual causal effects on real-world financial markets, firms, or investors."
w23682,The Medical Care Costs of Youth Obesity: An Instrumental Variables Approach,2017,False,high,"This paper studies the causal effect of obesity on medical costs without examining any specific government law, regulation, or policy intervention—it only provides economic rationale for potential intervention."
w23706,The Time-Varying Price of Financial Intermediation in the Mortgage Market,2017,False,high,"The paper's primary research question is about the time-varying price of financial intermediation in mortgages, not the causal effect of a specific government law or regulation on financial markets."
w23747,"Bail-ins and Bail-outs: Incentives, Connectivity, and Systemic Stability",2017,False,high,This is a purely theoretical paper modeling strategic interactions between regulators and creditors with no empirical test of actual government intervention policies or their causal effects.
w23758,Uncompensated Care and the Collapse of Hospital Payment Regulation: An Illustration of the Tinbergen Rule,2017,False,high,This paper primarily describes the structure and collapse of hospital payment regulation rather than empirically estimating the causal effect of a specific government policy on financial or economic outcomes.
w23775,Personalized Pricing and Consumer Welfare,2017,False,high,"The paper studies the welfare effects of personalized pricing by a private firm using experiments, with policy implications discussed only tangentially; it does not estimate the causal effect of a specific government law, regulation, or public policy."
w23887,Optimal Regulation with Exemptions,2017,False,high,"This is a purely theoretical paper analyzing optimal regulatory design mechanisms without empirical testing of any specific government policy's causal effects on financial markets, firms, or investors."
w23893,Sizing up Market Failures in Export Pioneering Activities,2017,False,high,The paper is primarily theoretical/analytical about market failure conditions in export markets rather than estimating the causal effect of a specific government policy on financial outcomes.
w23901,How Do Peers Influence BMI? Evidence from Randomly Assigned Classrooms in South Korea,2017,False,high,"The paper's primary research question concerns peer influence on BMI through social networks, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w23984,"Financial Crises, Dollarization, and Lending of Last Resort in Open Economies",2017,False,high,This is a purely theoretical paper proposing a model of dollarization and financial instability with no empirical test of a specific government policy's causal effect.
w23987,Digital Innovation and the Distribution of Income,2017,False,high,"This is a purely theoretical paper that discusses how digital innovation affects income inequality and market structures without empirically testing the causal effect of any specific government law, regulation, or public policy."
w24019,How Well Do Automated Linking Methods Perform? Lessons from U.S. Historical Data,2017,False,high,"This paper focuses on methodological issues in record linkage algorithms rather than estimating the causal effect of a specific government policy on financial markets, firms, or investors."
w24068,A New Index of Debt Sustainability,2017,False,high,This is a purely theoretical paper developing a methodological framework for measuring debt sustainability with no empirical test of a specific government policy's causal effect on financial markets or firms.
w24083,Who Falls Prey to the Wolf of Wall Street? Investor Participation in Market Manipulation,2017,False,high,"The paper's primary research question concerns investor behavior and characteristics in response to market manipulation schemes, not the causal effect of a specific government law or regulation on financial markets."
w24231,The Impact of Health on Labor Market Outcomes: Experimental Evidence from MRFIT,2018,False,high,"The paper studies the causal effect of a health intervention trial on labor market outcomes, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w24277,Does E-Cigarette Advertising Encourage Adult Smokers to Quit?,2018,False,high,"The paper studies the causal effect of e-cigarette advertising (private firm marketing behavior) on smoking cessation, not the causal effect of a specific government law, regulation, or policy instrument."
w24311,"How Persistent Low Expected Returns Alter Optimal Life Cycle Saving, Investment, and Retirement Behavior",2018,False,high,This is a purely theoretical/simulation paper that models household behavior under different return environments without estimating the causal effect of any specific government policy intervention.
w24391,"Grain Today, Gain Tomorrow: Evidence from a Storage Experiment with Savings Clubs in Kenya",2018,False,high,"This paper studies the causal effects of experimental interventions (savings schemes and storage devices) on farmer behavior, not the causal effects of government laws, regulations, or public policies on financial markets, firms, or investors."
w24450,More than Just a Nudge: Supporting Kindergarten Parents with Differentiated and Personalized Text-Messages,2018,False,high,"This paper studies educational interventions for kindergarten children and parents, not government policy effects on financial markets, firms, or investors."
w24451,Tax-Exempt Lobbying: Corporate Philanthropy as a Tool for Political Influence,2018,False,high,"The paper studies corporate political influence behavior through charitable giving, not the causal effect of a specific government law or policy on financial markets, firms, or investors."
w24513,Corporate Foreign Bond Issuance and Interfirm Loans in China,2018,True,high,"The paper's primary research question examines the causal effect of a specific government regulatory shock (2008-09 authorities' restrictions on risky firms' financial activities) on corporate behavior (interfirm lending and bond issuance), which is a direct test of government policy impact on firm financial decisions."
w24543,Innovation and Trade Policy in a Globalized World,2018,False,high,"This is a purely theoretical paper that builds a dynamic general equilibrium growth model without empirical testing of actual policy effects on financial markets, firms, or investors."
w24602,Non-linear Real Arithmetic Benchmarks derived from Automated Reasoning in Economics,2018,False,high,"This is a methodological/computational paper about automated reasoning and benchmark problems in economics, not an empirical study of causal effects of government policies on financial markets or firms."
w24613,The ECB's Fiscal Policy,2018,False,high,"This paper describes the ECB's policy actions and their role in managing the euro crisis, but does not estimate causal effects of specific government laws, regulations, or policies on financial markets, firms, or investors."
w24615,Judicial Politics and Sentencing Decisions,2018,False,high,"This paper studies judicial behavior and sentencing outcomes, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w24645,The Critical Role of Markets in Climate Change Adaptation,2018,False,high,"This is a theoretical synthesis paper about market mechanisms in climate adaptation that describes policies (National Flood Insurance Program, wildfire response) without empirically testing their causal effects on financial outcomes."
w24681,A Theory of Equality Before the Law,2018,False,high,"This is a purely theoretical paper proposing an abstract model of legal institutions with no empirical test of any specific government policy's causal effect on financial markets, firms, or investors."
w24683,Self-Fulfilling Debt Dilution: Maturity and Multiplicity in Debt Models,2018,False,high,"This is a purely theoretical paper using the Eaton-Gersovitz model to analyze equilibrium multiplicity in sovereign debt without empirically testing the causal effect of any specific government law, regulation, or public policy."
w24712,Variable Pricing and the Cost of Renewable Energy,2018,False,high,"This paper is a theoretical and modeling study of pricing mechanisms in renewable energy systems without empirically evaluating the causal effect of a specific government law, regulation, or public policy."
w24751,Banks as Potentially Crooked Secret-Keepers,2018,False,high,This is a purely theoretical paper modeling banking crises through malfeasance dynamics without empirical estimation of a specific government policy's causal effect on financial markets.
w24817,Currency Wars? Unconventional Monetary Policy Does Not Stimulate Exports,2018,False,high,"The paper studies the causal effect of unconventional monetary policy (a central bank instrument) on trade flows rather than on financial markets, firms, or investors, which falls outside the scope of government intervention effects on finance."
w24822,Does When You Die Depend on Where You Live? Evidence from Hurricane Katrina,2018,False,high,"This paper studies the causal effects of natural disaster displacement and geographic location on mortality, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w24847,When It Rains It Pours: The Long-run Economic Impacts of Salt Iodization in the United States,2018,False,high,"This paper studies the health and economic effects of a public health intervention (salt iodization) on individual cognitive and labor outcomes, not the causal effect of government policy on financial markets, firms, or investors."
w24892,Changes in Household Diet: Determinants and Predictability,2018,False,high,"This paper studies household dietary behavior and its determinants, with no focus on estimating the causal effect of any government law, regulation, or public policy."
w24960,Mismatch and Assimilation,2018,False,high,"This is a purely theoretical paper developing a growth model with no empirical test of any specific government law, regulation, or public policy's causal effect."
w24970,Hazed and Confused: The Effect of Air Pollution on Dementia,2018,False,high,"The primary research question concerns the causal effect of air pollution on individual health outcomes (dementia), not the causal effect of government policy on financial markets, firms, or investors."
w24979,Rising Government Debt: Causes and Solutions for a Decades-Old Trend,2018,False,high,"This paper is primarily theoretical and normative, discussing causes of government debt trends and proposing design features for fiscal rules rather than empirically estimating the causal effect of a specific implemented government policy on financial markets, firms, or investors."
w24980,Setting with the Sun: The Impacts of Renewable Energy on Wholesale Power Markets,2018,True,high,"The paper estimates the causal effects of renewable energy policies on wholesale electricity prices and market structure, which is a specific government intervention affecting financial markets (electricity markets)."
w24988,Labor Market Search With Imperfect Information and Learning,2018,False,high,"The paper is primarily a theoretical and empirical study of labor market search and learning mechanisms, with only incidental mention of unemployment benefits as a hypothetical policy context for model predictions, rather than estimating the causal effect of a specific government policy."
w25003,Transitions From Career Employment Among Public- and Private-Sector Workers,2018,False,high,"The paper studies retirement behavior differences between public and private sector workers but does not estimate the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w25035,Do Equal Employment Opportunity Statements Backfire? Evidence From A Natural Field Experiment On Job-Entry Decisions,2018,False,high,"The paper studies labor market behavior and job application decisions rather than financial markets, firms, or investors, placing it outside the scope of finance research on government intervention."
w25096,Heterogeneous Beliefs and School Choice Mechanisms,2018,False,high,"The paper's primary focus is on school choice mechanisms and household behavior under different belief conditions, not on estimating the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w25100,Deterring Illegal Entry: Migrant Sanctions and Recidivism in Border Apprehensions,2018,False,high,"This paper studies the causal effect of border enforcement sanctions on migrant behavior and recidivism, not on financial markets, firms, or investors, which falls outside the scope of finance research on government intervention."
w25149,Beyond the Balance Sheet Model of Banking: Implications for Bank Regulation and Monetary Policy,2018,True,high,"The paper's primary research question examines the causal effects of specific government regulations (capital requirements, GSE policies, regulatory thresholds) on financial markets and lending behavior through structural estimation and counterfactual policy analysis."
w25159,"Banking on the Boom, Tripped by the Bust: Banks and the World War I Agricultural Price Shock",2018,True,high,The paper's primary research question examines the causal effects of specific government regulations (deposit insurance and minimum capital requirements) on bank behavior and financial outcomes during a historical shock.
w25182,Minimum Wage Increases and Individual Employment Trajectories,2018,True,high,"The paper's primary research question is the causal effect of Seattle's minimum wage ordinance (a specific government policy) on employment outcomes and earnings for workers, estimated through empirical analysis."
w25185,U.S. Monetary Policy and Emerging Market Credit Cycles,2018,False,high,"The paper studies the causal effect of U.S. monetary policy (a central bank communication/stance variable) on credit cycles, but lacks a specific government law, regulation, or public policy instrument as the primary policy variable, making it outside the scope of government intervention research."
w25202,Moving Beyond the Valley of Death: Regulation and Venture Capital Investments in Early-Stage Biopharmaceutical Firms,2018,True,high,"The paper's PRIMARY research question is the causal effect of the European Orphan Drug Act (a specific government regulation) on venture capital investment decisions in early-stage biopharmaceutical firms, using a clear policy change as identification."
w25203,What are the Consequences of Global Banking for the International Transmission of Shocks? A Quantitative Analysis,2018,True,high,"The paper's primary research question is the causal effect of specific government regulatory policies (capital requirements, branching vs. subsidiarization rules, monetary policy) on financial markets and banking sector lending through counterfactual analysis."
w25305,"Testing, Stress, and Performance: How Students Respond Physiologically to High-Stakes Testing",2018,False,high,"This paper studies how students physiologically respond to high-stakes testing and its effect on academic performance, not the causal effect of a government policy on financial markets, firms, or investors."
w25309,Policy Evolution under the Clean Air Act,2018,False,high,"This paper describes the evolution of Clean Air Act provisions and policy instruments over time without estimating the causal effects of specific regulations on financial markets, firms, or investors."
w25319,"Money Markets, Collateral and Monetary Policy",2018,True,high,The paper's primary research question evaluates the causal effect of a specific central bank monetary policy instrument (collateralized lending at controlled haircuts) on financial markets and the real economy during the crisis.
w25340,Monetary Independence and Rollover Crises,2018,False,high,"This is a theoretical model paper studying sovereign debt dynamics and monetary policy constraints, not the causal effect of a specific government law, regulation, or public policy on financial outcomes."
w25406,The Reversal Interest Rate,2018,False,high,"This is primarily a theoretical paper developing an economic concept about monetary policy transmission mechanisms, without empirical testing of specific causal effects of actual government policies or regulations on financial outcomes."
w25517,Endogenous Trade Protection and Exchange Rate Adjustment,2019,False,high,"The paper is primarily theoretical (New Keynesian macro model) exploring the relationship between exchange rates and endogenous tariff-setting; while it includes some empirical SVAR estimation, the main research question concerns how exchange rate regimes affect governments' strategic incentives to impose tariffs rather than estimating the causal effect of a specific enacted government policy on financial markets, firms, or investors."
w25536,Narratives about Technology-Induced Job Degradations Then and Now,2019,False,high,"This paper studies narratives about technology-induced job degradation rather than testing the causal effect of a specific government law, regulation, or policy on financial outcomes."
